Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
27.5,38,179,228,172,149,186,196,122,137,199,4,0,220,5,80,28,0,367,332,111,2026,1,17,16,2,914,654,1568,699,4
28.9,39,1771,1011,1340,1325,1411,1024,1013,1105,1235,42,45,298,180,87,32,0,318,322,193,2026,1,30,14,0,6858,4377,11235,640,87
27.7,51,408,476,393,336,430,377,388,415,507,0,0,40,5,161,58,0,422,381,43,2026,2,13,7,0,2043,1687,3730,803,0
38.9,38,1921,1361,1612,1307,1776,1341,1024,1240,1034,28,28,470,180,131,54,0,392,365,283,2026,5,6,15,6,7977,4639,12616,757,56
32.4,55,1348,1153,1170,1206,1072,1180,1055,1217,901,8,2,80,5,138,65,0,510,468,84,2026,6,16,8,5,5949,4353,10302,978,10
28.4,56,37,26,3,19,18,13,11,31,0,0,0,3,5,20,10,0,536,485,0,2026,3,7,1,2,103,55,158,1021,0
31.3,50,705,615,577,516,586,411,500,551,470,25,24,317,180,127,45,0,522,459,101,2026,6,23,17,5,2999,1932,4931,981,49
34.3,40,1497,1713,1773,1415,1578,1339,1599,1138,1177,35,37,264,180,58,29,0,397,389,403,2026,6,11,11,4,7976,5253,13229,786,72
27.7,38,1419,1395,1279,1063,1339,1383,993,825,976,3,15,80,5,167,52,0,415,396,80,2026,2,16,8,1,6495,4177,10672,811,18
35.0,38,749,577,556,451,624,420,516,524,477,30,23,263,180,155,49,0,539,509,105,2026,4,15,17,6,2957,1937,4894,1048,53
25.4,53,29,29,8,25,11,23,40,29,40,0,0,0,5,20,10,0,538,537,0,2026,2,20,23,0,102,132,234,1075,0
31.7,56,220,153,162,209,208,140,172,168,122,0,0,80,5,74,38,0,449,382,166,2026,6,21,9,3,952,602,1554,831,0
34.4,41,22,20,23,24,28,17,22,20,22,0,0,72,5,20,10,0,640,652,0,2026,4,11,21,2,117,81,198,1292,0
31.8,38,138,182,190,137,138,153,112,160,133,0,0,211,5,276,96,0,465,470,0,2026,3,4,20,6,785,558,1343,935,0
30.2,41,33,6,24,19,28,3,38,0,3,0,0,12,5,20,10,0,563,570,0,2026,3,14,22,2,110,44,154,1133,0
34.8,46,472,445,328,328,367,352,338,384,331,0,0,40,5,173,57,0,478,490,63,2026,5,29,7,0,1940,1405,3345,968,0
28.7,46,15,30,2,23,40,1,9,16,38,0,0,14,5,20,10,0,652,501,0,2026,3,16,23,1,110,64,174,1153,0
22.2,62,33,11,35,10,21,35,27,29,14,0,0,12,5,20,10,0,431,415,0,2026,1,15,2,4,110,105,215,846,0
25.3,57,19,18,13,31,20,30,22,35,17,0,0,9,5,13,14,0,451,485,0,2026,1,9,23,0,101,104,205,936,0
26.5,41,175,184,106,179,177,152,133,111,159,0,0,22,5,20,10,0,520,497,0,2026,2,25,21,6,821,555,1376,1017,0
29.9,67,7,32,7,2,13,1,26,35,14,0,0,3,5,20,10,0,674,594,0,2026,6,11,3,4,61,76,137,1268,0
32.7,38,1395,1155,856,1122,1069,884,950,921,1045,8,9,80,5,156,51,0,483,393,92,2026,3,5,8,4,5597,3800,9397,876,17
30.6,52,26,29,28,28,24,29,23,21,20,0,0,12,5,20,10,0,636,635,0,2026,5,5,3,5,135,93,228,1271,0
37.2,38,1444,1374,1165,1362,1218,1015,1045,1019,1297,24,26,293,180,160,52,0,372,360,198,2026,5,4,16,1,6563,4376,10939,732,50
36.9,40,269,227,245,247,346,159,183,247,187,6,6,171,5,38,15,0,386,359,213,2026,5,10,10,3,1334,776,2110,745,12
37.0,38,632,563,456,485,642,472,512,370,553,0,3,319,5,222,112,0,565,546,45,2026,4,7,18,5,2778,1907,4685,1111,3
27.2,54,37,36,27,25,30,15,16,23,38,0,0,10,5,20,10,0,580,551,0,2026,4,18,3,2,155,92,247,1131,0
25.2,57,25,5,21,34,24,20,40,31,34,0,0,1,5,29,6,0,452,447,0,2026,1,5,5,1,109,125,234,899,0
34.0,42,388,407,429,377,239,273,339,385,334,0,0,40,5,169,53,0,498,472,54,2026,5,18,7,1,1840,1331,3171,970,0
22.0,59,0,39,22,15,36,26,11,5,33,0,0,11,5,12,13,0,463,445,0,2026,1,8,3,4,112,75,187,908,0
29.1,42,9,6,12,27,15,3,7,12,18,0,0,11,5,28,9,0,346,294,211,2026,1,5,11,1,69,40,109,640,0
36.9,38,1556,1877,1456,1123,1544,1375,1506,1109,1067,38,38,447,180,130,52,0,409,357,246,2026,5,15,15,0,7556,5057,12613,766,76
33.2,46,1299,1219,1379,1125,1290,1091,1168,1209,1127,28,42,251,180,146,53,0,414,377,206,2026,6,30,16,5,6312,4595,10907,791,70
35.6,38,773,685,737,794,775,632,661,666,695,38,35,317,180,366,177,0,393,367,348,2026,5,21,12,4,3764,2654,6418,760,73
35.0,48,7,38,8,33,18,21,23,8,23,0,0,15,5,20,10,0,652,614,0,2026,5,8,22,0,104,75,179,1266,0
33.8,52,542,585,560,554,527,497,387,467,609,12,0,317,5,251,91,0,486,553,55,2026,6,4,18,4,2768,1960,4728,1039,12
34.7,48,224,217,206,204,199,171,168,159,201,0,0,11,5,20,10,0,627,605,21,2026,5,11,6,1,1050,699,1749,1232,0
34.8,47,35,9,17,20,31,20,38,34,12,0,0,6,5,20,10,0,624,573,0,2026,5,9,5,2,112,104,216,1197,0
30.1,69,9,18,11,6,5,18,1,35,25,0,0,4,5,20,10,0,610,553,0,2026,6,10,2,6,49,79,128,1163,0
28.9,57,31,13,8,25,20,14,2,26,2,0,0,2,5,20,10,0,619,551,0,2026,5,30,3,2,97,44,141,1170,0
27.4,69,40,24,16,34,27,39,34,39,15,0,0,12,5,20,10,0,583,648,0,2026,6,15,3,1,141,127,268,1231,0
30.1,43,1005,1088,1268,1238,1008,1063,750,969,1190,5,10,80,5,148,53,0,415,373,65,2026,2,13,8,0,5607,3972,9579,788,15
32.9,55,32,4,36,10,15,40,26,40,23,0,0,7,5,20,10,0,577,583,0,2026,5,14,23,4,97,129,226,1160,0
30.2,50,9,16,14,37,20,34,29,12,36,0,0,11,5,20,10,0,607,541,0,2026,4,26,0,3,96,111,207,1148,0
31.1,42,1421,1289,1005,1049,1158,1146,951,1127,978,3,7,80,5,149,66,0,485,413,85,2026,3,30,8,1,5922,4202,10124,898,10
33.9,38,863,705,674,646,636,509,652,700,745,24,37,253,180,387,146,0,370,334,231,2026,3,5,12,4,3524,2606,6130,704,61
31.0,66,17,34,25,34,32,14,39,2,27,0,0,4,5,20,10,0,567,578,0,2026,6,14,4,3,142,82,224,1145,0
36.3,38,218,159,179,200,161,158,154,146,200,8,4,165,5,93,32,0,390,343,159,2026,4,4,16,2,917,658,1575,733,12
22.4,58,14,38,14,1,33,30,0,21,39,0,0,6,5,20,10,0,486,448,0,2026,1,21,1,6,100,90,190,934,0
30.3,58,505,412,312,332,375,308,232,415,276,0,0,40,5,148,67,0,525,438,68,2026,6,24,7,6,1936,1231,3167,963,0
34.7,38,919,574,868,574,700,651,675,652,678,36,48,310,180,427,146,0,335,388,301,2026,5,22,12,0,3635,2656,6291,723,84
32.1,38,323,238,260,213,197,179,202,237,239,8,3,175,5,32,18,0,363,332,217,2026,3,15,10,3,1231,857,2088,695,11
35.1,43,110,120,99,114,114,97,114,78,101,0,4,162,5,215,100,0,387,383,355,2026,6,6,12,2,557,390,947,770,4
31.9,60,34,10,6,5,26,3,10,1,40,0,0,8,5,20,10,0,596,615,0,2026,6,12,23,0,81,54,135,1211,0
37.3,38,1773,1531,2115,1885,1785,1123,1476,995,1576,15,28,475,180,140,46,0,394,374,140,2026,5,13,16,6,9089,5170,14259,768,43
34.7,38,96,92,116,78,81,76,65,77,78,0,0,110,5,170,65,0,566,566,0,2026,5,23,19,2,463,296,759,1132,0
24.1,50,27,25,24,24,27,22,18,20,25,0,0,53,5,20,10,0,526,434,0,2026,1,17,21,2,127,85,212,960,0
31.2,38,112,97,116,103,136,90,85,104,112,6,8,159,5,245,91,0,341,336,245,2026,2,1,13,3,564,391,955,677,14
30.7,49,38,17,31,40,11,21,32,30,32,0,0,9,5,20,10,0,634,588,0,2026,4,23,23,4,137,115,252,1222,0
31.1,46,191,177,161,147,192,118,164,135,126,0,0,10,5,20,10,0,552,515,23,2026,4,22,6,6,868,543,1411,1067,0
37.5,38,2056,1656,1363,1513,1765,1422,1653,1263,1377,24,33,297,180,72,24,0,372,405,214,2026,5,6,10,6,8353,5715,14068,777,57
23.9,62,18,19,37,37,31,9,28,34,30,0,0,11,5,20,13,0,448,461,0,2026,1,5,1,1,142,101,243,909,0
28.6,38,743,717,767,840,701,552,621,707,557,48,38,285,180,321,163,0,333,317,243,2026,2,25,13,6,3768,2437,6205,650,86
34.4,41,1480,1444,1266,869,1124,1103,966,878,1090,19,35,316,180,92,37,0,409,397,354,2026,6,2,14,5,6183,4037,10220,806,54
33.5,44,446,388,434,306,398,348,358,344,343,0,0,40,5,172,52,0,467,435,55,2026,4,27,7,1,1972,1393,3365,902,0
31.7,42,38,26,25,2,22,28,29,36,33,0,0,1,5,20,10,0,672,563,0,2026,4,29,22,6,113,126,239,1235,0
29.0,41,27,2,14,5,28,22,14,2,25,0,0,10,5,21,6,0,470,375,28,2026,1,8,18,4,76,63,139,845,0
34.0,50,32,27,26,21,8,22,16,35,12,0,0,15,5,20,10,0,587,521,0,2026,5,7,0,4,114,85,199,1108,0
32.9,57,449,436,445,486,458,328,341,312,319,0,0,40,5,119,60,0,464,484,50,2026,6,1,7,1,2274,1300,3574,948,0
31.2,38,579,672,547,501,632,399,543,466,587,0,3,325,5,287,99,0,449,420,54,2026,3,27,18,0,2931,1995,4926,869,3
35.3,43,1450,1399,1295,1178,1409,1229,964,1147,1040,36,42,341,180,122,51,0,377,352,293,2026,6,5,15,0,6731,4380,11111,729,78
25.0,62,40,39,20,40,20,9,28,4,30,0,0,14,5,30,9,0,450,476,0,2026,1,7,4,6,159,71,230,926,0
24.2,60,4,15,25,7,36,15,37,38,2,0,0,19,5,12,11,0,444,488,0,2026,1,2,4,0,87,92,179,932,0
30.5,64,1,37,12,23,22,24,4,0,13,0,0,11,5,20,10,0,671,601,0,2026,6,10,4,6,95,41,136,1272,0
33.8,47,40,21,6,39,7,3,8,12,5,0,0,5,5,20,10,0,573,593,0,2026,5,7,4,4,113,28,141,1166,0
26.1,48,158,185,198,161,209,114,120,154,154,0,0,284,5,269,98,0,424,368,0,2026,1,29,20,4,911,542,1453,792,0
34.2,38,1652,1232,1448,1033,1400,1143,1157,1145,1199,29,32,252,180,68,25,0,404,388,189,2026,4,30,10,4,6765,4644,11409,792,61
29.7,38,677,733,632,522,590,441,541,523,492,11,8,255,5,234,118,0,451,429,34,2026,2,27,18,0,3154,1997,5151,880,19
30.0,40,200,214,178,171,188,163,203,140,207,0,0,25,5,20,10,0,596,594,0,2026,3,18,21,6,951,713,1664,1190,0
35.3,42,445,483,469,497,509,474,434,394,405,0,0,40,5,147,64,0,480,435,63,2026,5,12,7,5,2403,1707,4110,915,0
34.1,38,232,162,152,223,187,162,144,166,188,4,1,183,5,95,31,0,352,339,202,2026,3,8,15,3,956,660,1616,691,5
32.0,45,87,108,70,77,87,73,69,74,78,0,0,164,5,175,67,0,568,483,65,2026,6,21,18,3,429,294,723,1051,0
22.0,56,13,26,32,9,10,11,14,39,16,0,0,6,5,20,10,0,453,479,0,2026,1,30,5,0,90,80,170,932,0
29.6,41,24,13,25,4,34,24,12,30,6,0,0,10,5,20,10,0,536,405,0,2026,3,13,4,0,100,72,172,941,0
23.0,52,19,38,2,13,20,9,5,15,22,0,0,12,5,20,10,0,438,470,0,2026,1,19,22,1,92,51,143,908,0
34.5,38,786,782,742,628,722,654,662,795,636,48,33,301,180,389,151,0,379,342,339,2026,4,30,12,4,3660,2747,6407,721,81
27.0,50,6,37,4,30,38,10,1,9,23,0,0,4,5,20,10,0,544,504,0,2026,3,27,0,0,115,43,158,1048,0
30.0,56,186,162,159,166,176,173,155,127,142,0,0,20,5,20,10,0,611,600,0,2026,6,23,21,5,849,597,1446,1211,0
35.7,38,1585,1531,1530,1352,1619,1281,1368,1212,1210,31,44,294,180,75,30,0,368,362,341,2026,4,7,11,5,7617,5071,12688,730,75
25.6,50,1167,1247,1234,1184,1330,1174,1027,1103,1156,19,24,120,180,155,61,0,326,305,104,2026,1,26,9,1,6162,4460,10622,631,43
25.4,57,14,1,20,6,21,9,8,2,18,0,0,15,5,14,12,0,546,471,0,2026,1,7,23,6,62,37,99,1017,0
27.0,41,287,242,150,184,169,158,111,175,165,7,0,124,5,33,16,0,318,331,126,2026,1,31,10,2,1032,609,1641,649,7
33.2,50,165,164,156,162,216,144,134,143,126,0,0,21,5,20,10,0,635,677,0,2026,5,18,21,1,863,547,1410,1312,0
31.9,38,214,187,229,193,208,180,174,135,179,2,1,149,5,34,14,0,349,320,239,2026,3,28,10,2,1031,668,1699,669,3
31.5,54,13,31,24,20,29,25,38,10,31,0,0,15,5,20,10,0,582,642,0,2026,5,11,3,1,117,104,221,1224,0
33.4,38,1271,1154,1118,910,1079,1160,1031,986,1124,45,38,345,180,82,33,0,365,373,234,2026,3,9,14,1,5532,4301,9833,738,83
25.4,41,291,264,218,237,245,229,195,218,274,2,5,150,5,40,17,0,319,347,216,2026,1,25,11,3,1255,916,2171,666,7
28.5,38,207,177,190,202,213,211,186,166,188,0,0,80,5,92,33,0,363,333,118,2026,2,28,9,2,989,751,1740,696,0
32.2,38,188,158,185,182,234,165,164,175,174,0,0,367,5,323,131,0,488,469,0,2026,3,12,20,4,947,678,1625,957,0
35.3,38,1350,1253,1140,1279,1083,1020,1194,953,914,18,34,351,180,130,47,0,386,392,166,2026,5,20,16,6,6105,4081,10186,778,52
32.9,52,36,37,4,18,18,36,11,1,28,0,0,8,5,20,10,0,709,645,0,2026,5,31,23,3,113,76,189,1354,0
27.8,38,1714,1484,1427,1458,1477,1343,1468,1400,1534,42,37,261,180,62,25,1,326,327,246,2026,2,27,11,0,7560,5745,13305,653,79
26.6,47,13,30,7,17,29,2,34,9,30,0,0,4,5,20,10,0,504,553,0,2026,3,29,1,3,96,75,171,1057,0
35.5,38,1358,865,1332,1339,1267,1205,839,875,1152,38,43,369,180,118,55,0,393,315,261,2026,4,1,15,6,6161,4071,10232,708,81
32.5,46,23,25,32,25,26,19,20,17,27,0,0,5,5,20,10,0,601,570,26,2026,5,24,6,3,131,83,214,1171,0
31.6,47,22,29,24,27,4,38,18,22,32,0,0,15,5,20,10,0,589,523,0,2026,5,19,0,5,106,110,216,1112,0
35.2,43,711,597,564,434,678,496,395,512,487,25,26,344,180,119,57,0,605,614,114,2026,6,12,17,0,2984,1890,4874,1219,51
33.3,38,641,615,667,677,700,386,462,509,499,24,12,335,180,109,45,0,491,493,102,2026,4,21,17,5,3300,1856,5156,984,36
33.1,42,1173,1181,1087,1082,1263,1061,1120,1069,1141,33,25,304,180,129,50,0,358,389,152,2026,6,17,16,6,5786,4391,10177,747,58
25.4,51,1529,1453,1061,1035,868,979,1209,1152,1131,24,20,120,180,160,67,0,294,309,92,2026,1,19,9,1,5946,4471,10417,603,44
34.4,43,189,227,176,217,192,153,147,165,186,0,4,88,5,54,17,0,424,399,278,2026,6,13,14,2,1001,651,1652,823,4
31.1,39,1938,1868,1407,1157,1367,1225,926,1221,1353,27,29,259,180,69,24,0,364,337,228,2026,3,27,11,0,7737,4725,12462,701,56
33.6,43,213,157,155,172,182,138,118,159,195,0,0,71,5,20,10,0,560,640,0,2026,4,16,21,4,879,610,1489,1200,0
23.6,55,30,7,16,2,4,19,0,6,7,0,0,6,5,20,10,0,507,456,0,2026,2,24,5,5,59,32,91,963,0
33.7,56,164,170,193,127,175,141,114,152,154,0,0,20,5,20,10,0,701,681,0,2026,6,12,21,0,829,561,1390,1382,0
26.0,45,1174,1485,1418,1084,1469,1155,926,743,1022,3,4,80,5,147,64,0,413,388,78,2026,2,24,8,5,6630,3846,10476,801,7
27.4,49,12,2,21,30,21,27,17,4,20,0,0,11,5,13,7,0,465,419,0,2026,1,10,20,2,86,68,154,884,0
30.7,41,69,80,57,50,67,50,56,52,50,0,0,40,5,116,26,0,527,475,40,2026,4,19,7,3,323,208,531,1002,0
25.8,39,1400,1080,1175,1023,1359,1276,885,816,1108,30,32,315,180,132,55,0,346,268,110,2026,1,22,16,4,6037,4085,10122,614,62
30.6,48,36,25,37,1,10,32,10,19,38,0,0,6,5,20,10,0,589,563,0,2026,4,18,5,2,109,99,208,1152,0
31.7,45,132,173,154,166,200,122,188,150,164,0,0,60,5,80,37,0,502,455,94,2026,4,26,8,3,825,624,1449,957,0
28.2,42,229,200,164,133,150,133,140,154,148,1,8,185,5,79,32,0,348,282,131,2026,1,31,15,2,876,575,1451,630,9
30.1,65,64,71,77,63,57,47,53,66,65,0,0,40,5,99,37,0,518,486,56,2026,6,20,7,2,332,231,563,1004,0
30.5,41,102,90,77,77,95,79,79,67,69,0,0,149,5,174,64,0,529,461,40,2026,3,29,18,3,441,294,735,990,0
34.8,38,1542,1755,1107,1210,1254,1305,1014,1081,1155,35,40,352,180,141,55,0,365,350,255,2026,4,22,15,6,6868,4555,11423,715,75
29.0,54,36,9,12,9,13,19,11,6,1,0,0,1,5,20,10,0,604,571,0,2026,4,26,1,3,79,37,116,1175,0
26.5,44,190,190,185,188,204,153,158,150,138,5,0,172,5,96,29,0,311,287,95,2026,1,25,16,3,957,599,1556,598,5
27.1,47,415,427,370,356,653,392,386,323,445,0,0,40,5,174,74,0,456,352,32,2026,2,24,7,5,2221,1546,3767,808,0
28.3,40,698,567,561,588,647,536,472,526,594,9,12,262,5,256,122,0,431,439,0,2026,2,27,19,0,3061,2128,5189,870,21
28.5,69,9,38,30,21,32,37,4,28,3,0,0,8,5,20,10,0,541,579,0,2026,6,20,4,2,130,72,202,1120,0
37.8,38,878,1029,943,1059,875,730,863,791,718,43,42,377,180,357,155,0,424,381,333,2026,5,5,13,5,4784,3102,7886,805,85
29.7,59,24,12,34,16,1,39,5,4,10,0,0,4,5,20,10,0,613,582,0,2026,5,23,1,2,87,58,145,1195,0
28.8,70,31,3,7,31,12,10,1,33,26,0,0,10,5,20,10,0,570,626,0,2026,6,28,4,3,84,70,154,1196,0
31.2,38,229,162,176,195,198,156,162,160,138,3,8,154,5,94,30,0,330,303,97,2026,2,7,16,2,960,616,1576,633,11
30.3,71,32,1,4,34,25,16,19,34,8,0,0,5,5,20,10,0,567,580,0,2026,6,13,2,2,96,77,173,1147,0
26.7,42,446,439,399,405,466,392,420,336,313,0,0,40,5,163,74,0,399,403,39,2026,2,23,7,1,2155,1461,3616,802,0
32.9,51,914,1204,1141,1024,1172,992,1099,1055,1091,9,13,80,5,193,58,0,465,515,126,2026,6,3,8,6,5455,4237,9692,980,22
31.0,59,202,216,210,157,182,170,132,161,124,0,0,80,5,94,42,0,400,343,160,2026,6,27,9,2,967,587,1554,743,0
31.9,50,31,28,18,14,12,10,27,33,12,0,0,2,5,20,10,0,626,572,0,2026,4,7,4,5,103,82,185,1198,0
34.4,49,784,676,700,662,705,577,714,736,706,34,35,224,180,397,142,0,436,345,351,2026,6,2,12,5,3527,2733,6260,781,69
35.8,40,121,112,98,101,130,106,104,103,103,2,8,135,5,242,76,0,384,401,407,2026,6,7,13,3,562,416,978,785,10
32.0,64,37,22,34,9,27,17,5,35,24,0,0,12,5,20,10,0,629,687,0,2026,6,1,22,1,129,81,210,1316,0
27.7,46,1438,1539,1363,1286,1516,1104,1403,1167,1369,39,36,202,180,70,29,0,343,283,138,2026,1,30,10,0,7142,5043,12185,626,75
27.0,66,5,23,25,10,13,36,11,0,38,0,0,1,5,20,10,0,720,601,0,2026,6,22,3,1,76,85,161,1321,0
24.8,53,2,8,36,37,10,8,40,32,2,0,0,4,5,20,10,0,524,440,0,2026,2,1,1,3,93,82,175,964,0
29.4,42,77,51,94,90,93,62,72,71,73,0,0,175,5,145,66,0,520,470,0,2026,3,22,19,3,405,278,683,990,0
36.7,38,794,723,755,764,740,673,525,697,638,36,41,300,180,378,139,0,378,368,345,2026,5,29,12,0,3776,2533,6309,746,77
32.3,49,196,196,132,142,191,149,137,132,164,0,0,12,5,20,10,0,503,569,24,2026,4,30,6,4,857,582,1439,1072,0
34.2,46,1531,1354,1331,1416,1381,1023,1123,1265,1007,36,47,320,180,96,40,0,370,367,392,2026,6,1,14,1,7013,4418,11431,737,83
25.2,43,1604,1433,1361,1304,1696,1369,995,1296,1215,27,14,120,180,154,57,0,342,323,79,2026,1,22,9,4,7398,4875,12273,665,41
27.2,44,18,13,9,18,19,1,19,30,23,0,0,3,5,16,15,0,305,302,90,2026,1,4,9,3,77,73,150,607,0
28.5,69,35,20,9,0,4,14,24,11,25,0,0,1,5,20,10,0,703,510,0,2026,6,30,3,5,68,74,142,1213,0
27.6,38,770,828,801,789,649,660,575,537,640,45,36,333,180,403,146,0,360,322,239,2026,2,24,12,5,3837,2412,6249,682,81
36.0,43,1583,1440,1563,1307,1719,1287,1425,1407,1302,31,33,266,180,69,28,0,400,361,286,2026,6,9,11,5,7612,5421,13033,761,64
25.0,56,24,35,16,23,28,28,25,0,2,0,0,9,5,20,10,0,465,421,0,2026,2,8,2,3,126,55,181,886,0
29.6,57,25,31,29,24,10,21,20,0,13,0,0,5,5,20,10,0,588,581,0,2026,6,23,22,5,119,54,173,1169,0
35.2,38,1106,1372,1351,1077,1257,783,1172,1139,1280,47,31,355,180,103,30,0,375,348,285,2026,4,2,14,4,6163,4374,10537,723,78
26.4,50,174,181,201,115,155,136,164,112,184,0,0,1,5,20,10,0,489,457,19,2026,2,2,6,1,826,596,1422,946,0
28.9,42,564,633,394,542,618,544,430,495,466,26,19,295,180,121,57,0,452,399,49,2026,1,14,17,6,2751,1935,4686,851,45
31.6,38,1430,1564,1266,1147,1196,830,1009,1015,1160,30,37,346,180,96,29,0,373,330,266,2026,3,27,14,0,6603,4014,10617,703,67
30.5,38,1663,1446,1267,1383,1067,987,1052,1376,1013,14,16,120,180,171,59,0,354,350,116,2026,3,25,9,6,6826,4428,11254,704,30
28.6,41,421,347,439,383,338,314,364,327,343,0,0,40,5,156,65,0,375,400,28,2026,2,9,7,1,1928,1348,3276,775,0
27.3,52,170,143,169,146,152,121,186,135,115,0,0,11,5,20,10,0,529,477,13,2026,2,4,6,6,780,557,1337,1006,0
29.4,66,14,6,5,6,29,32,24,6,38,0,0,0,5,20,10,0,586,601,0,2026,6,22,5,1,60,100,160,1187,0
29.0,46,23,29,20,29,24,21,16,20,23,0,0,32,5,20,10,0,520,480,0,2026,2,7,21,2,125,80,205,1000,0
34.1,42,221,139,138,175,199,140,64,127,156,0,0,218,5,274,128,0,567,520,0,2026,4,15,20,6,872,487,1359,1087,0
29.0,41,25,30,1,2,21,20,12,11,16,0,0,5,5,10,7,0,334,320,239,2026,1,8,13,4,79,59,138,654,0
27.8,47,1,20,15,27,11,17,29,3,22,0,0,16,5,13,9,0,470,403,0,2026,1,7,20,6,74,71,145,873,0
33.0,38,1581,1320,1171,1238,1693,1097,1242,1597,1379,37,29,330,180,63,26,0,386,331,286,2026,3,5,11,4,7003,5315,12318,717,66
24.7,49,771,624,596,543,482,569,454,519,426,1,1,230,5,308,104,0,467,403,0,2026,1,19,19,1,3016,1968,4984,870,2
34.6,38,611,659,594,474,593,515,548,445,489,7,2,266,5,252,112,0,541,528,56,2026,4,16,18,4,2931,1997,4928,1069,9
38.0,38,308,310,307,269,334,215,264,252,231,4,7,193,5,41,15,0,386,332,252,2026,5,10,11,3,1528,962,2490,718,11
27.8,38,1425,1219,1194,1228,1457,1014,1132,1121,1243,35,30,336,180,139,63,0,327,329,151,2026,2,24,15,5,6523,4510,11033,656,65
28.0,42,455,463,347,531,426,355,402,388,376,0,0,40,5,159,53,0,397,399,32,2026,2,16,7,1,2222,1521,3743,796,0
33.7,56,1360,1380,1348,1039,1216,873,788,1078,1170,11,13,80,5,126,58,0,508,485,109,2026,6,9,8,5,6343,3909,10252,993,24
27.6,38,1358,1162,1365,1070,1308,1064,1144,1163,1218,22,42,395,180,128,55,0,318,277,135,2026,2,23,15,1,6263,4589,10852,595,64
32.9,51,31,15,0,24,11,24,2,19,11,0,0,7,5,20,10,0,630,595,0,2026,5,14,0,4,81,56,137,1225,0
33.6,55,231,174,155,190,178,167,139,89,121,0,0,49,5,20,10,0,710,615,0,2026,6,9,21,5,928,516,1444,1325,0
28.6,39,1329,1325,1250,852,1239,942,1072,1426,1174,33,41,364,180,140,57,0,366,283,152,2026,1,14,15,6,5995,4614,10609,649,74
31.9,38,1663,1443,1534,1450,1362,1319,1219,1154,1477,34,36,462,180,102,36,0,369,329,305,2026,3,16,14,1,7452,5169,12621,698,70
35.2,38,543,536,574,461,601,482,340,407,343,7,9,276,5,298,87,0,481,491,41,2026,4,14,18,5,2715,1572,4287,972,16
31.6,49,170,273,215,236,196,220,226,196,221,0,0,102,5,40,17,0,393,411,348,2026,6,20,11,2,1090,863,1953,804,0
32.2,38,1399,1325,1019,1140,1313,1107,933,890,1093,47,30,385,180,156,54,0,343,345,185,2026,3,25,15,6,6196,4023,10219,688,77
30.9,38,1818,2169,1884,1685,1934,1691,1230,1360,1432,34,31,365,180,64,30,0,356,349,229,2026,3,19,10,4,9490,5713,15203,705,65
29.8,65,35,5,18,12,23,24,5,18,3,0,0,7,5,20,10,0,717,654,0,2026,6,18,23,4,93,50,143,1371,0
24.2,60,29,6,8,19,0,25,21,39,24,0,0,10,5,20,10,0,488,423,0,2026,1,14,0,6,62,109,171,911,0
31.4,38,1065,1236,1093,1173,1494,830,949,980,1073,35,29,341,180,126,55,0,352,300,131,2026,2,4,16,6,6061,3832,9893,652,64
24.6,56,14,4,30,37,31,3,27,9,13,0,0,14,5,20,10,0,505,492,0,2026,2,20,1,0,116,52,168,997,0
35.7,38,765,911,617,744,739,652,668,499,693,45,41,275,180,328,160,0,434,380,429,2026,5,28,12,4,3776,2512,6288,814,86
35.3,47,1124,1290,1298,1181,1310,874,1089,943,1041,35,33,341,180,150,53,0,391,374,219,2026,6,10,15,6,6203,3947,10150,765,68
30.2,46,21,10,36,27,15,35,25,12,39,0,0,12,5,20,10,0,544,529,0,2026,3,30,22,1,109,111,220,1073,0
30.5,52,36,6,9,29,6,7,15,1,29,0,0,5,5,20,10,0,515,514,0,2026,4,3,1,0,86,52,138,1029,0
32.8,42,160,135,182,160,206,123,110,155,143,0,0,39,5,20,10,0,624,668,0,2026,5,28,21,4,843,531,1374,1292,0
32.8,38,609,559,521,661,750,469,495,478,594,32,14,322,180,117,63,0,498,437,77,2026,3,3,17,5,3100,2036,5136,935,46
29.0,44,1586,1141,1099,1384,1137,1151,1004,1295,1055,31,26,120,180,161,50,0,292,310,121,2026,2,2,9,1,6347,4505,10852,602,57
28.4,44,396,456,410,341,539,370,343,409,457,0,0,40,5,155,65,0,387,383,37,2026,2,3,7,5,2142,1579,3721,770,0
26.3,53,15,20,7,8,14,2,22,9,7,0,0,8,5,20,10,0,487,456,15,2026,1,3,6,2,64,40,104,943,0
36.1,47,172,156,161,182,202,172,141,150,131,0,0,234,5,239,113,0,543,522,0,2026,5,4,20,1,873,594,1467,1065,0
26.4,55,5,18,35,31,0,27,32,8,30,0,0,15,5,20,10,0,482,505,0,2026,3,22,0,3,89,97,186,987,0
