Date,Day,Time,Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Electricity_Consumption_kWh,Net_Grid_Usage_kWh,Anomaly_Score,Is_Anomaly,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
2026-04-05,Sunday,14:00,36.8,38,210,183,187,179,208,128,181,135,184,0,7,166,5,47,22,0,357,378,318,2722.1,2404.1,0.0938,0,2026,4,5,14,3,967,628,1595,735,7
2026-04-05,Sunday,15:00,37.7,38,223,171,143,209,191,166,169,151,173,8,7,222,5,80,35,0,334,379,239,3144.5,2905.5,0.0691,0,2026,4,5,15,3,937,659,1596,713,15
2026-04-05,Sunday,16:00,36.8,38,200,185,167,170,241,182,141,162,170,1,0,160,5,72,33,0,398,338,158,2977.8,2819.8,0.1109,0,2026,4,5,16,3,963,655,1618,736,1
2026-04-05,Sunday,17:00,36.6,38,99,92,91,96,87,91,77,70,101,0,0,178,5,77,32,0,543,492,111,3001.4,2890.4,0.1217,0,2026,4,5,17,3,465,339,804,1035,0
2026-04-05,Sunday,18:00,34.8,38,96,94,80,68,78,82,67,69,75,0,0,124,5,150,59,0,567,517,45,3224.1,3179.1,0.1468,0,2026,4,5,18,3,416,293,709,1084,0
2026-04-05,Sunday,19:00,33.9,38,87,101,78,71,73,70,81,75,67,0,0,197,5,172,69,0,563,447,0,2990.3,2990.3,0.16,0,2026,4,5,19,3,410,293,703,1010,0
2026-04-05,Sunday,20:00,35.2,38,26,25,20,22,28,22,23,23,23,0,0,132,5,166,60,0,490,476,0,2952.7,2952.7,0.1453,0,2026,4,5,20,3,121,91,212,966,0
2026-04-05,Sunday,21:00,33.7,43,27,26,25,26,25,23,22,23,26,0,0,58,5,20,10,0,640,594,0,3141.5,3141.5,0.1525,0,2026,4,5,21,3,129,94,223,1234,0
2026-04-05,Sunday,22:00,33.1,43,6,18,36,30,21,3,7,37,32,0,0,1,5,20,10,0,652,556,0,3199.3,3199.3,0.1561,0,2026,4,5,22,3,111,79,190,1208,0
2026-04-05,Sunday,23:00,32.5,56,13,33,9,35,31,8,14,40,9,0,0,9,5,20,10,0,593,599,0,3012.6,3012.6,0.1085,0,2026,4,5,23,3,121,71,192,1192,0
2026-04-06,Monday,00:00,31.5,53,40,19,0,31,39,12,7,4,0,0,0,4,5,20,10,0,533,521,0,2901.7,2901.7,0.1573,0,2026,4,6,0,1,129,23,152,1054,0
2026-04-06,Monday,01:00,31.6,46,38,7,33,6,15,13,6,30,1,0,0,14,5,20,10,0,590,548,0,2880.4,2880.4,0.1671,0,2026,4,6,1,1,99,50,149,1138,0
2026-04-06,Monday,02:00,29.9,45,25,3,7,19,25,30,11,15,34,0,0,8,5,20,10,0,629,576,0,2862.5,2862.5,0.1688,0,2026,4,6,2,1,79,90,169,1205,0
2026-04-06,Monday,03:00,30.1,50,39,28,39,7,27,9,40,1,11,0,0,4,5,20,10,0,602,527,0,2866.8,2866.8,0.1621,0,2026,4,6,3,1,140,61,201,1129,0
2026-04-06,Monday,04:00,31.8,48,15,10,32,34,12,30,30,18,18,0,0,3,5,20,10,0,618,573,0,3022.5,3022.5,0.1641,0,2026,4,6,4,1,103,96,199,1191,0
2026-04-06,Monday,05:00,33.3,42,37,31,23,17,25,24,6,29,26,0,0,13,5,20,10,0,528,559,0,3021.3,3021.3,0.1585,0,2026,4,6,5,1,133,85,218,1087,0
2026-04-06,Monday,06:00,33.6,38,157,178,213,177,202,145,145,122,167,0,0,4,5,20,10,0,568,566,19,3222.6,3203.6,0.1481,0,2026,4,6,6,1,927,579,1506,1134,0
2026-04-06,Monday,07:00,34.1,42,504,360,338,407,498,421,298,333,308,0,0,40,5,148,70,0,474,439,50,3250.3,3200.3,0.1489,0,2026,4,6,7,1,2107,1360,3467,913,0
2026-04-06,Monday,08:00,35.8,38,1199,1273,1285,1292,1160,1107,991,908,952,11,8,80,5,140,58,0,507,468,73,4557.7,4484.7,0.1082,0,2026,4,6,8,1,6209,3958,10167,975,19
2026-04-06,Monday,09:00,34.8,38,1344,1502,1194,1443,1051,1039,1187,1195,1115,31,29,120,180,146,64,0,395,342,179,5259.0,5080.0,0.143,0,2026,4,6,9,1,6534,4536,11070,737,60
2026-04-06,Monday,10:00,36.1,38,1548,1259,1352,1066,1583,1240,1345,1140,1448,30,31,308,180,64,30,0,390,343,225,5378.5,5153.5,0.1217,0,2026,4,6,10,1,6808,5173,11981,733,61
2026-04-06,Monday,11:00,37.1,38,1683,1599,1668,1446,1780,1340,1316,1186,1230,16,43,261,180,64,21,0,364,339,327,5632.9,5305.9,0.0659,0,2026,4,6,11,1,8176,5072,13248,703,59
2026-04-06,Monday,12:00,36.8,38,683,645,903,822,686,480,639,633,700,43,41,253,180,393,166,0,363,362,325,5365.6,5040.6,0.0949,0,2026,4,6,12,1,3739,2452,6191,725,84
2026-04-06,Monday,13:00,36.1,38,647,929,640,713,615,527,697,707,694,44,46,287,180,328,152,0,366,364,320,5094.2,4774.2,0.1153,0,2026,4,6,13,1,3544,2625,6169,730,90
2026-04-06,Monday,14:00,37.3,38,1467,1212,1353,1235,1372,1261,1091,973,975,45,41,379,180,71,39,0,373,348,272,5947.6,5675.6,0.0269,0,2026,4,6,14,1,6639,4300,10939,721,86
2026-04-06,Monday,15:00,37.2,38,1376,1383,1263,1317,1230,765,1073,1072,1167,42,23,342,180,122,47,0,377,370,234,5367.8,5133.8,0.0843,0,2026,4,6,15,1,6569,4077,10646,747,65
2026-04-06,Monday,16:00,36.6,38,1460,1190,1145,923,1209,831,1310,942,1274,41,32,325,180,117,51,0,416,363,169,5798.9,5629.9,0.064,0,2026,4,6,16,1,5927,4357,10284,779,73
2026-04-06,Monday,17:00,36.8,38,646,540,538,529,634,416,494,467,468,22,11,285,180,120,52,0,451,502,83,4299.6,4216.6,0.0883,0,2026,4,6,17,1,2887,1845,4732,953,33
2026-04-06,Monday,18:00,36.3,38,512,595,624,456,561,475,657,503,404,10,2,222,5,289,134,0,514,486,55,3884.6,3829.6,0.106,0,2026,4,6,18,1,2748,2039,4787,1000,12
2026-04-06,Monday,19:00,33.9,40,583,669,524,550,656,552,503,500,564,5,7,279,5,235,94,0,456,519,0,3894.3,3894.3,0.1149,0,2026,4,6,19,1,2982,2119,5101,975,12
2026-04-06,Monday,20:00,35.4,39,158,167,155,143,188,182,158,139,172,0,0,296,5,232,121,0,547,532,0,3400.8,3400.8,0.1014,0,2026,4,6,20,1,811,651,1462,1079,0
2026-04-06,Monday,21:00,34.1,47,187,161,175,173,171,146,141,128,135,0,0,65,5,20,10,0,566,644,0,3285.4,3285.4,0.1388,0,2026,4,6,21,1,867,550,1417,1210,0
2026-04-06,Monday,22:00,31.4,47,8,17,19,25,4,30,24,30,38,0,0,5,5,20,10,0,632,524,0,2903.2,2903.2,0.1681,0,2026,4,6,22,1,73,122,195,1156,0
2026-04-06,Monday,23:00,32.2,45,36,32,33,16,8,20,37,37,22,0,0,12,5,20,10,0,663,585,0,3059.6,3059.6,0.1656,0,2026,4,6,23,1,125,116,241,1248,0
2026-04-07,Tuesday,00:00,32.7,51,4,2,1,10,14,6,6,31,30,0,0,10,5,20,10,0,511,523,0,2898.4,2898.4,0.1512,0,2026,4,7,0,5,31,73,104,1034,0
2026-04-07,Tuesday,01:00,30.6,57,14,15,6,11,24,26,4,3,39,0,0,8,5,20,10,0,574,519,0,2785.8,2785.8,0.125,0,2026,4,7,1,5,70,72,142,1093,0
2026-04-07,Tuesday,02:00,31.0,49,7,2,4,28,23,38,40,1,11,0,0,10,5,20,10,0,584,506,0,2884.4,2884.4,0.1685,0,2026,4,7,2,5,64,90,154,1090,0
2026-04-07,Tuesday,03:00,29.3,51,6,28,24,8,40,36,35,12,12,0,0,8,5,20,10,0,543,577,0,2821.5,2821.5,0.1581,0,2026,4,7,3,5,106,95,201,1120,0
2026-04-07,Tuesday,04:00,31.9,50,31,28,18,14,12,10,27,33,12,0,0,2,5,20,10,0,626,572,0,3082.2,3082.2,0.1584,0,2026,4,7,4,5,103,82,185,1198,0
2026-04-07,Tuesday,05:00,31.8,46,37,1,40,6,13,2,8,0,23,0,0,13,5,20,10,0,611,505,0,2936.2,2936.2,0.1679,0,2026,4,7,5,5,97,33,130,1116,0
2026-04-07,Tuesday,06:00,32.9,41,216,184,184,169,167,128,133,136,181,0,0,2,5,20,10,0,525,525,20,3171.0,3151.0,0.1544,0,2026,4,7,6,5,920,578,1498,1050,0
2026-04-07,Tuesday,07:00,35.4,41,471,429,434,423,446,370,382,275,375,0,0,40,5,162,65,0,470,454,51,3245.4,3194.4,0.1201,0,2026,4,7,7,5,2203,1402,3605,924,0
2026-04-07,Tuesday,08:00,35.5,38,1235,1083,1374,1074,1145,1067,1233,1027,1002,13,12,80,5,168,53,0,476,503,96,4879.5,4783.5,0.1142,0,2026,4,7,8,5,5911,4329,10240,979,25
2026-04-07,Tuesday,09:00,35.5,38,1447,1440,1227,842,1391,1362,1036,893,1256,35,28,120,180,184,68,0,395,344,143,5463.8,5320.8,0.123,0,2026,4,7,9,5,6347,4547,10894,739,63
2026-04-07,Tuesday,10:00,36.0,38,1571,1220,1539,1178,1401,1237,1057,909,1216,22,35,210,180,77,26,0,380,313,232,5282.6,5050.6,0.1238,0,2026,4,7,10,5,6909,4419,11328,693,57
2026-04-07,Tuesday,11:00,35.7,38,1585,1531,1530,1352,1619,1281,1368,1212,1210,31,44,294,180,75,30,0,368,362,341,5860.2,5519.2,0.0732,0,2026,4,7,11,5,7617,5071,12688,730,75
2026-04-07,Tuesday,12:00,36.6,38,817,813,800,705,776,647,754,499,596,42,40,294,180,408,156,0,366,369,375,5018.6,4643.6,0.0955,0,2026,4,7,12,5,3911,2496,6407,735,82
2026-04-07,Tuesday,13:00,37.3,38,830,922,860,781,1000,618,594,695,654,40,34,326,180,326,151,0,379,346,322,4828.6,4506.6,0.0654,0,2026,4,7,13,5,4393,2561,6954,725,74
2026-04-07,Tuesday,14:00,36.5,38,1396,1272,1106,1210,999,748,1019,981,1261,39,48,312,180,94,35,0,410,351,318,5511.3,5193.3,0.0937,0,2026,4,7,14,5,5983,4009,9992,761,87
2026-04-07,Tuesday,15:00,36.7,38,1554,938,1188,1111,957,991,855,756,1089,33,34,357,180,123,63,0,378,383,212,5225.0,5013.0,0.1035,0,2026,4,7,15,5,5748,3691,9439,761,67
2026-04-07,Tuesday,16:00,37.2,38,1176,993,1346,1253,1312,987,909,1043,947,26,38,273,180,144,62,0,398,364,153,5338.5,5185.5,0.0856,0,2026,4,7,16,5,6080,3886,9966,762,64
2026-04-07,Tuesday,17:00,35.1,38,599,545,576,546,549,584,532,542,518,28,19,327,180,132,48,0,522,488,107,4638.2,4531.2,0.1183,0,2026,4,7,17,5,2815,2176,4991,1010,47
2026-04-07,Tuesday,18:00,37.0,38,632,563,456,485,642,472,512,370,553,0,3,319,5,222,112,0,565,546,45,3995.1,3950.1,0.0843,0,2026,4,7,18,5,2778,1907,4685,1111,3
2026-04-07,Tuesday,19:00,36.4,38,727,592,604,502,583,515,449,476,572,4,6,327,5,214,129,0,515,525,0,4159.6,4159.6,0.1011,0,2026,4,7,19,5,3008,2012,5020,1040,10
2026-04-07,Tuesday,20:00,35.9,38,175,168,157,179,168,112,129,113,145,0,0,265,5,252,103,0,514,501,0,3310.9,3310.9,0.1284,0,2026,4,7,20,5,847,499,1346,1015,0
2026-04-07,Tuesday,21:00,34.7,47,182,185,133,147,164,122,130,138,140,0,0,65,5,20,10,0,715,608,0,3597.9,3597.9,0.0928,0,2026,4,7,21,5,811,530,1341,1323,0
2026-04-07,Tuesday,22:00,34.4,41,22,4,10,18,4,34,36,15,33,0,0,9,5,20,10,0,620,575,0,3093.9,3093.9,0.1406,0,2026,4,7,22,5,58,118,176,1195,0
2026-04-07,Tuesday,23:00,32.2,46,25,39,3,34,7,37,30,16,1,0,0,1,5,20,10,0,632,602,0,3089.4,3089.4,0.1628,0,2026,4,7,23,5,108,84,192,1234,0
2026-04-08,Wednesday,00:00,32.0,52,21,26,16,12,21,3,8,13,35,0,0,10,5,20,10,0,562,589,0,2838.0,2838.0,0.153,0,2026,4,8,0,6,96,59,155,1151,0
2026-04-08,Wednesday,01:00,31.6,52,3,15,31,4,36,39,2,22,4,0,0,13,5,20,10,0,547,532,0,2923.5,2923.5,0.162,0,2026,4,8,1,6,89,67,156,1079,0
2026-04-08,Wednesday,02:00,31.0,45,38,39,5,35,30,8,17,2,6,0,0,1,5,20,10,0,592,528,0,2994.0,2994.0,0.1668,0,2026,4,8,2,6,147,33,180,1120,0
2026-04-08,Wednesday,03:00,28.6,60,31,32,14,22,27,30,19,14,1,0,0,1,5,20,10,0,540,590,0,2834.7,2834.7,0.1008,0,2026,4,8,3,6,126,64,190,1130,0
2026-04-08,Wednesday,04:00,31.5,51,1,12,34,38,24,1,35,30,3,0,0,12,5,20,10,0,606,493,0,2960.7,2960.7,0.1626,0,2026,4,8,4,6,109,69,178,1099,0
2026-04-08,Wednesday,05:00,32.8,49,24,8,27,27,35,8,7,28,7,0,0,11,5,20,10,0,571,525,0,2868.9,2868.9,0.1551,0,2026,4,8,5,6,121,50,171,1096,0
2026-04-08,Wednesday,06:00,33.9,46,194,178,183,181,131,100,168,117,130,0,0,11,5,20,10,0,561,489,20,3034.4,3014.4,0.151,0,2026,4,8,6,6,867,515,1382,1050,0
2026-04-08,Wednesday,07:00,34.1,42,431,404,425,436,506,340,426,386,319,0,0,40,5,137,59,0,516,436,44,3366.9,3322.9,0.1449,0,2026,4,8,7,6,2202,1471,3673,952,0
2026-04-08,Wednesday,08:00,33.7,38,1171,1211,1296,1175,1021,936,988,949,1016,2,5,80,5,130,55,0,463,366,88,4107.5,4019.5,0.1335,0,2026,4,8,8,6,5874,3889,9763,829,7
2026-04-08,Wednesday,09:00,35.9,38,1303,1475,1392,1156,1250,1227,1115,1221,829,25,15,120,180,157,67,0,419,335,138,5077.8,4939.8,0.1188,0,2026,4,8,9,6,6576,4392,10968,754,40
2026-04-08,Wednesday,10:00,35.5,38,1517,1466,1506,1306,1303,1181,1067,1205,1427,23,21,246,180,62,27,0,386,310,271,4959.6,4688.6,0.1149,0,2026,4,8,10,6,7098,4880,11978,696,44
2026-04-08,Wednesday,11:00,36.4,38,1554,1892,1584,1589,1600,1391,1359,1334,1571,36,49,294,180,59,26,0,388,356,315,6301.3,5986.3,-0.0137,1,2026,4,8,11,6,8219,5655,13874,744,85
2026-04-08,Wednesday,12:00,35.9,38,761,710,689,765,740,579,597,494,606,31,37,306,180,403,172,0,403,344,281,4819.3,4538.3,0.1102,0,2026,4,8,12,6,3665,2276,5941,747,68
2026-04-08,Wednesday,13:00,35.6,38,793,749,788,736,602,669,643,677,761,39,47,281,180,346,159,0,371,361,413,5108.8,4695.8,0.1209,0,2026,4,8,13,6,3668,2750,6418,732,86
2026-04-08,Wednesday,14:00,37.1,38,1074,1263,1395,1117,1336,1229,1226,1104,1147,29,35,320,180,82,36,0,423,388,262,5608.0,5346.0,0.0706,0,2026,4,8,14,6,6185,4706,10891,811,64
2026-04-08,Wednesday,15:00,36.5,38,1096,1414,1311,1057,1243,907,912,849,1228,42,22,405,180,134,55,0,345,384,195,5504.7,5309.7,0.0941,0,2026,4,8,15,6,6121,3896,10017,729,64
2026-04-08,Wednesday,16:00,37.5,38,1244,1243,1146,1287,1325,1184,1190,832,1307,36,28,339,180,133,57,0,371,366,166,5463.6,5297.6,0.0689,0,2026,4,8,16,6,6245,4513,10758,737,64
2026-04-08,Wednesday,17:00,36.6,40,578,577,531,505,653,532,489,550,574,24,15,332,180,137,54,0,508,519,89,4504.9,4415.9,0.0615,0,2026,4,8,17,6,2844,2145,4989,1027,39
2026-04-08,Wednesday,18:00,35.3,38,675,613,393,540,577,453,534,532,552,9,6,318,5,242,103,0,525,478,44,3947.9,3903.9,0.1196,0,2026,4,8,18,6,2798,2071,4869,1003,15
2026-04-08,Wednesday,19:00,36.3,38,791,739,570,617,566,549,479,414,302,1,1,257,5,277,122,0,524,526,0,3870.9,3870.9,0.1059,0,2026,4,8,19,6,3283,1744,5027,1050,2
2026-04-08,Wednesday,20:00,34.7,42,126,170,157,180,159,148,155,114,147,0,0,232,5,295,115,0,515,465,0,3287.1,3287.1,0.1298,0,2026,4,8,20,6,792,564,1356,980,0
2026-04-08,Wednesday,21:00,34.2,38,146,178,139,189,150,139,142,127,109,0,0,36,5,20,10,0,626,564,0,3278.7,3278.7,0.1487,0,2026,4,8,21,6,802,517,1319,1190,0
2026-04-08,Wednesday,22:00,33.5,45,34,13,31,22,14,28,19,23,35,0,0,9,5,20,10,0,676,571,0,3096.7,3096.7,0.1532,0,2026,4,8,22,6,114,105,219,1247,0
2026-04-08,Wednesday,23:00,31.8,47,15,33,17,20,34,32,6,3,22,0,0,13,5,20,10,0,634,573,0,3060.4,3060.4,0.166,0,2026,4,8,23,6,119,63,182,1207,0
2026-04-09,Thursday,00:00,31.8,46,39,31,17,5,13,8,33,14,19,0,0,6,5,20,10,0,581,537,0,2947.6,2947.6,0.1691,0,2026,4,9,0,4,105,74,179,1118,0
2026-04-09,Thursday,01:00,30.8,49,7,23,9,2,15,28,29,7,1,0,0,15,5,20,10,0,576,536,0,3014.5,3014.5,0.1635,0,2026,4,9,1,4,56,65,121,1112,0
2026-04-09,Thursday,02:00,30.9,52,2,17,17,37,24,19,5,3,17,0,0,12,5,20,10,0,564,477,0,2768.1,2768.1,0.1569,0,2026,4,9,2,4,97,44,141,1041,0
2026-04-09,Thursday,03:00,29.3,51,31,1,24,24,28,2,14,13,24,0,0,5,5,20,10,0,569,565,0,2883.8,2883.8,0.1575,0,2026,4,9,3,4,108,53,161,1134,0
2026-04-09,Thursday,04:00,32.6,48,27,34,3,19,2,34,22,1,38,0,0,10,5,20,10,0,579,555,0,3001.5,3001.5,0.1608,0,2026,4,9,4,4,85,95,180,1134,0
2026-04-09,Thursday,05:00,33.5,49,16,37,13,1,21,39,27,27,3,0,0,3,5,20,10,0,525,540,0,2944.4,2944.4,0.1501,0,2026,4,9,5,4,88,96,184,1065,0
2026-04-09,Thursday,06:00,34.8,42,158,178,174,153,165,155,125,134,140,0,0,12,5,20,10,0,608,553,25,3168.2,3143.2,0.1341,0,2026,4,9,6,4,828,554,1382,1161,0
2026-04-09,Thursday,07:00,35.3,43,495,425,487,336,463,331,339,380,368,0,0,40,5,150,59,0,418,470,54,3508.1,3454.1,0.0976,0,2026,4,9,7,4,2206,1418,3624,888,0
2026-04-09,Thursday,08:00,34.7,42,986,1294,1292,1254,971,897,1047,997,1086,6,15,80,5,151,72,0,549,452,113,4715.9,4602.9,0.0783,0,2026,4,9,8,4,5797,4027,9824,1001,21
2026-04-09,Thursday,09:00,36.2,38,1216,1220,1123,1589,1417,1007,997,1189,1288,29,22,120,180,162,63,0,358,336,156,5261.5,5105.5,0.1207,0,2026,4,9,9,4,6565,4481,11046,694,51
2026-04-09,Thursday,10:00,36.3,38,1805,1310,1508,1435,1390,1207,1149,1491,1291,33,29,230,180,58,29,0,397,349,241,5650.2,5409.2,0.0894,0,2026,4,9,10,4,7448,5138,12586,746,62
2026-04-09,Thursday,11:00,36.1,38,1412,1613,1569,1622,1544,1243,1053,1466,1536,35,27,229,180,63,29,0,386,324,353,5442.3,5089.3,0.1154,0,2026,4,9,11,4,7760,5298,13058,710,62
2026-04-09,Thursday,12:00,36.4,38,884,865,740,771,711,610,605,631,570,37,47,254,180,331,133,0,440,365,392,5134.3,4742.3,0.0982,0,2026,4,9,12,4,3971,2416,6387,805,84
2026-04-09,Thursday,13:00,37.0,38,759,750,677,664,797,554,827,686,572,25,35,328,180,401,151,0,365,336,379,4521.6,4142.6,0.0785,0,2026,4,9,13,4,3647,2639,6286,701,60
2026-04-09,Thursday,14:00,36.7,38,1225,1368,1350,1011,1145,1184,933,1042,1400,44,39,354,180,89,39,0,332,352,284,5677.6,5393.6,0.0763,0,2026,4,9,14,4,6099,4559,10658,684,83
2026-04-09,Thursday,15:00,36.7,38,1465,1194,1177,1215,1187,1045,1215,945,1064,33,54,368,180,150,58,0,398,366,276,5603.0,5327.0,0.0879,0,2026,4,9,15,4,6238,4269,10507,764,87
2026-04-09,Thursday,16:00,36.9,38,1438,1264,1350,1293,829,995,815,1080,1084,38,31,314,180,147,52,0,368,364,158,5620.4,5462.4,0.0724,0,2026,4,9,16,4,6174,3974,10148,732,69
2026-04-09,Thursday,17:00,36.7,40,574,541,587,641,527,593,405,482,535,19,21,331,180,154,42,0,528,493,79,4507.3,4428.3,0.0625,0,2026,4,9,17,4,2870,2015,4885,1021,40
2026-04-09,Thursday,18:00,35.2,39,717,587,543,502,410,510,535,498,519,4,5,291,5,246,102,0,517,517,48,3884.5,3836.5,0.0971,0,2026,4,9,18,4,2759,2062,4821,1034,9
2026-04-09,Thursday,19:00,34.8,38,782,526,638,629,569,448,523,510,568,10,12,328,5,274,95,0,525,504,0,4364.3,4364.3,0.124,0,2026,4,9,19,4,3144,2049,5193,1029,22
2026-04-09,Thursday,20:00,34.7,38,150,181,231,150,179,130,118,147,150,0,0,173,5,313,112,0,525,484,0,3275.7,3275.7,0.1456,0,2026,4,9,20,4,891,545,1436,1009,0
2026-04-09,Thursday,21:00,34.5,42,203,196,204,139,158,146,126,129,158,0,0,69,5,20,10,0,652,636,0,3386.2,3386.2,0.1286,0,2026,4,9,21,4,900,559,1459,1288,0
2026-04-09,Thursday,22:00,33.7,44,38,0,7,19,36,20,16,11,28,0,0,14,5,20,10,0,619,561,0,2995.1,2995.1,0.1621,0,2026,4,9,22,4,100,75,175,1180,0
2026-04-09,Thursday,23:00,33.1,44,1,28,0,29,2,22,30,40,35,0,0,6,5,20,10,0,552,589,0,3117.7,3117.7,0.1652,0,2026,4,9,23,4,60,127,187,1141,0
2026-04-10,Friday,00:00,30.1,51,26,3,37,5,17,39,35,20,4,0,0,14,5,20,10,0,594,484,0,2825.9,2825.9,0.1602,0,2026,4,10,0,0,88,98,186,1078,0
2026-04-10,Friday,01:00,30.3,48,11,16,17,16,31,8,14,40,11,0,0,4,5,20,10,0,557,507,0,2744.2,2744.2,0.1612,0,2026,4,10,1,0,91,73,164,1064,0
2026-04-10,Friday,02:00,30.2,58,39,3,14,7,2,11,32,28,37,0,0,10,5,20,10,0,597,576,0,2995.7,2995.7,0.1202,0,2026,4,10,2,0,65,108,173,1173,0
2026-04-10,Friday,03:00,29.1,53,2,35,14,3,16,16,1,22,34,0,0,1,5,20,10,0,608,570,0,2912.2,2912.2,0.1502,0,2026,4,10,3,0,70,73,143,1178,0
2026-04-10,Friday,04:00,32.1,57,38,15,22,6,4,32,28,7,32,0,0,2,5,20,10,0,599,533,0,2957.9,2957.9,0.1125,0,2026,4,10,4,0,85,99,184,1132,0
2026-04-10,Friday,05:00,31.9,55,15,13,20,36,23,26,4,27,18,0,0,4,5,20,10,0,625,546,0,3158.6,3158.6,0.1122,0,2026,4,10,5,0,107,75,182,1171,0
2026-04-10,Friday,06:00,33.7,42,199,178,181,129,153,165,168,163,189,0,0,0,5,20,10,0,590,560,20,3174.5,3154.5,0.1527,0,2026,4,10,6,0,840,685,1525,1150,0
2026-04-10,Friday,07:00,32.9,41,338,480,431,293,415,432,344,308,294,0,0,40,5,129,66,0,462,440,53,3223.3,3170.3,0.1536,0,2026,4,10,7,0,1957,1378,3335,902,0
2026-04-10,Friday,08:00,34.0,40,1044,1082,1295,1133,1287,1232,972,982,1016,7,8,80,5,150,56,0,477,459,110,4551.8,4441.8,0.1063,0,2026,4,10,8,0,5841,4202,10043,936,15
2026-04-10,Friday,09:00,35.9,38,1326,1170,1041,1411,1206,964,1030,1048,1391,23,40,120,180,158,75,0,399,363,196,5558.7,5362.7,0.1101,0,2026,4,10,9,0,6154,4433,10587,762,63
2026-04-10,Friday,10:00,36.2,41,1438,1272,1288,1594,1696,1114,853,1160,1119,27,24,196,180,80,25,0,411,351,181,5402.4,5221.4,0.0557,0,2026,4,10,10,0,7288,4246,11534,762,51
2026-04-10,Friday,11:00,36.0,38,1693,1419,1229,1424,1754,1154,1318,1528,1372,36,35,245,180,60,24,0,387,372,287,5742.8,5455.8,0.0803,0,2026,4,10,11,0,7519,5372,12891,759,71
2026-04-10,Friday,12:00,37.2,38,816,458,669,570,822,637,548,653,559,32,34,303,180,436,144,0,409,356,353,4755.9,4402.9,0.0698,0,2026,4,10,12,0,3335,2397,5732,765,66
2026-04-10,Friday,13:00,36.6,38,881,683,725,837,781,651,718,592,672,44,47,237,180,354,137,0,376,336,314,5283.0,4969.0,0.1033,0,2026,4,10,13,0,3907,2633,6540,712,91
2026-04-10,Friday,14:00,37.3,38,1460,1223,1252,1098,1066,1170,1039,860,1197,37,26,287,180,83,36,0,397,372,330,5302.9,4972.9,0.0786,0,2026,4,10,14,0,6099,4266,10365,769,63
2026-04-10,Friday,15:00,37.8,38,1385,1361,1178,1154,956,1001,1271,1068,1139,41,37,326,180,135,47,0,383,338,265,5574.3,5309.3,0.0465,0,2026,4,10,15,0,6034,4479,10513,721,78
2026-04-10,Friday,16:00,36.1,38,1409,1090,1160,1177,1479,731,1127,1001,1058,26,28,347,180,127,62,0,393,360,180,5374.6,5194.6,0.1217,0,2026,4,10,16,0,6315,3917,10232,753,54
2026-04-10,Friday,17:00,37.1,38,576,640,642,522,541,494,576,492,445,25,29,304,180,151,58,0,521,498,88,4949.7,4861.7,0.0742,0,2026,4,10,17,0,2921,2007,4928,1019,54
2026-04-10,Friday,18:00,35.6,38,588,627,499,478,591,453,509,455,625,10,11,307,5,288,101,0,598,483,52,4269.6,4217.6,0.1105,0,2026,4,10,18,0,2783,2042,4825,1081,21
2026-04-10,Friday,19:00,35.5,38,796,664,577,698,652,489,624,528,563,10,1,254,5,271,103,0,568,448,0,4234.7,4234.7,0.1176,0,2026,4,10,19,0,3387,2204,5591,1016,11
2026-04-10,Friday,20:00,34.2,39,173,159,178,154,156,142,128,130,123,0,0,231,5,283,108,0,580,574,0,3314.8,3314.8,0.1254,0,2026,4,10,20,0,820,523,1343,1154,0
2026-04-10,Friday,21:00,33.6,45,187,193,172,151,166,147,136,160,126,0,0,24,5,20,10,0,664,524,0,3274.4,3274.4,0.1466,0,2026,4,10,21,0,869,569,1438,1188,0
2026-04-10,Friday,22:00,33.1,40,14,36,32,36,40,35,26,34,7,0,0,1,5,20,10,0,542,551,0,2974.0,2974.0,0.155,0,2026,4,10,22,0,158,102,260,1093,0
2026-04-10,Friday,23:00,32.2,44,38,30,33,33,28,20,17,12,36,0,0,9,5,20,10,0,669,547,0,3113.1,3113.1,0.1685,0,2026,4,10,23,0,162,85,247,1216,0
2026-04-11,Saturday,00:00,31.1,47,15,21,15,23,14,29,20,7,15,0,0,14,5,20,10,0,550,564,0,2808.3,2808.3,0.1619,0,2026,4,11,0,2,88,71,159,1114,0
2026-04-11,Saturday,01:00,31.0,48,26,23,5,22,35,32,4,23,30,0,0,7,5,20,10,0,544,556,0,3053.2,3053.2,0.1623,0,2026,4,11,1,2,111,89,200,1100,0
2026-04-11,Saturday,02:00,29.5,54,28,26,14,36,8,34,15,26,37,0,0,4,5,20,10,0,560,528,0,2910.5,2910.5,0.1488,0,2026,4,11,2,2,112,112,224,1088,0
